0,1,2,3,4,5,6,7,8
CN400890,40,089,"McCurtain County, OK",2009,14137,12504,1633,11.6
CN400910,40,091,"McIntosh County, OK",2009,8673,7960,713,8.2
CN400930,40,093,"Major County, OK",2009,4320,4127,193,4.5
CN400950,40,095,"Marshall County, OK",2009,6314,5842,472,7.5
CN400970,40,097,"Mayes County, OK",2009,18885,17359,1526,8.1
CN400990,40,099,"Murray County, OK",2009,8725,8318,407,4.7
PA400300,40,101,"Muskogee County, OK",2009,29994,27558,2436,8.1
CN401030,40,103,"Noble County, OK",2009,5686,5250,436,7.7
CN401050,40,105,"Nowata County, OK",2009,5207,4721,486,9.3
CN401070,40,107,"Okfuskee County, OK",2009,4661,4244,417,8.9
CN401090,40,109,"Oklahoma County, OK",2009,331325,311083,20242,6.1
CN401110,40,111,"Okmulgee County, OK",2009,16712,15294,1418,8.5
CN401130,40,113,"Osage County, OK",2009,21018,19460,1558,7.4
CN401150,40,115,"Ottawa County, OK",2009,18585,17430,1155,6.2
CN401170,40,117,"Pawnee County, OK",2009,7732,7096,636,8.2
PA400400,40,119,"Payne County, OK",2009,32544,30497,2047,6.3
CN401210,40,121,"Pittsburg County, OK",2009,24342,22761,1581,6.5
CN401230,40,123,"Pontotoc County, OK",2009,20592,19547,1045,5.1
PA400500,40,125,"Pottawatomie County, OK",2009,33432,31248,2184,6.5
CN401270,40,127,"Pushmataha County, OK",2009,5153,4696,457,8.9
CN401290,40,129,"Roger Mills County, OK",2009,1960,1871,89,4.5
CN401310,40,131,"Rogers County, OK",2009,41645,38649,2996,7.2
CN401330,40,133,"Seminole County, OK",2009,11406,10358,1048,9.2
CN401350,40,135,"Sequoyah County, OK",2009,18538,16916,1622,8.7
CN401370,40,137,"Stephens County, OK",2009,23041,21101,1940,8.4
CN401390,40,139,"Texas County, OK",2009,9613,9246,367,3.8
CN401410,40,141,"Tillman County, OK",2009,3378,3190,188,5.6
CN401430,40,143,"Tulsa County, OK",2009,303031,282547,20484,6.8
CN401450,40,145,"Wagoner County, OK",2009,33788,31566,2222,6.6
CN401470,40,147,"Washington County, OK",2009,27625,25999,1626,5.9
CN401490,40,149,"Washita County, OK",2009,6258,5864,394,6.3
CN401510,40,151,"Woods County, OK",2009,4201,4025,176,4.2
CN401530,40,153,"Woodward County, OK",2009,12620,11795,825,6.5
CN410010,41,001,"Baker County, OR",2009,7534,6892,642,8.5
CN410030,41,003,"Benton County, OR",2009,41167,38063,3104,7.5
CN410050,41,005,"Clackamas County, OR",2009,200402,179528,20874,10.4
CN410070,41,007,"Clatsop County, OR",2009,20396,18723,1673,8.2
CN410090,41,009,"Columbia County, OR",2009,24529,21447,3082,12.6
CN410110,41,011,"Coos County, OR",2009,28600,25246,3354,11.7
CN410130,41,013,"Crook County, OR",2009,9648,8091,1557,16.1
CN410150,41,015,"Curry County, OR",2009,9937,8822,1115,11.2
CN410170,41,017,"Deschutes County, OR",2009,83875,72520,11355,13.5
PA410450,41,019,"Douglas County, OR",2009,47086,40488,6598,14
CN410210,41,021,"Gilliam County, OR",2009,1221,1153,68,5.6
CN410230,41,023,"Grant County, OR",2009,3504,3157,347,9.9
CN410250,41,025,"Harney County, OR",2009,3499,2974,525,15
CN410270,41,027,"Hood River County, OR",2009,14701,13737,964,6.6
PA410300,41,029,"Jackson County, OR",2009,103829,91859,11970,11.5
CN410310,41,031,"Jefferson County, OR",2009,9432,8212,1220,12.9
PA411250,41,033,"Josephine County, OR",2009,35296,30612,4684,13.3
CN410350,41,035,"Klamath County, OR",2009,31488,27700,3788,12
CN410370,41,037,"Lake County, OR",2009,3747,3368,379,10.1
CN410390,41,039,"Lane County, OR",2009,183215,162071,21144,11.5
CN410410,41,041,"Lincoln County, OR",2009,22774,20622,2152,9.4
CN410430,41,043,"Linn County, OR",2009,54840,47367,7473,13.6
CN410450,41,045,"Malheur County, OR",2009,13547,12287,1260,9.3
CN410470,41,047,"Marion County, OR",2009,156227,140149,16078,10.3
CN410490,41,049,"Morrow County, OR",2009,5668,5247,421,7.4
CN410510,41,051,"Multnomah County, OR",2009,387665,345467,42198,10.9
CN410530,41,053,"Polk County, OR",2009,39358,35703,3655,9.3
CN410550,41,055,"Sherman County, OR",2009,1005,929,76,7.6
CN410570,41,057,"Tillamook County, OR",2009,12767,11724,1043,8.2
CN410590,41,059,"Umatilla County, OR",2009,39032,35971,3061,7.8
CN410610,41,061,"Union County, OR",2009,12192,10946,1246,10.2
CN410630,41,063,"Wallowa County, OR",2009,3797,3465,332,8.7
CN410650,41,065,"Wasco County, OR",2009,13005,11960,1045,8
PA410050,41,067,"Washington County, OR",2009,288062,260287,27775,9.6
CN410690,41,069,"Wheeler County, OR",2009,652,608,44,6.7
PA411300,41,071,"Yamhill County, OR",2009,47614,42388,5226,11
PA421600,42,001,"Adams County, PA",2009,54935,50847,4088,7.4
CN420030,42,003,"Allegheny County, PA",2009,632703,587206,45497,7.2
PA421250,42,005,"Armstrong County, PA",2009,32765,30153,2612,8
CN420070,42,007,"Beaver County, PA",2009,89630,82076,7554,8.4
CN420090,42,009,"Bedford County, PA",2009,24681,21979,2702,10.9
PS420120,42,011,"Berks County, PA",2009,203214,184631,18583,9.1
CN420130,42,013,"Blair County, PA",2009,63685,58984,4701,7.4
PA421650,42,015,"Bradford County, PA",2009,30361,28065,2296,7.6
PS420150,42,017,"Bucks County, PA",2009,345304,320213,25091,7.3
PA421200,42,019,"Butler County, PA",2009,96869,89955,6914,7.1
PA420250,42,021,"Cambria County, PA",2009,67637,61691,5946,8.8
CN420230,42,023,"Cameron County, PA",2009,2555,2128,427,16.7
PA421550,42,025,"Carbon County, PA",2009,31132,28019,3113,10
PS420200,42,027,"Centre County, PA",2009,75275,71026,4249,5.6
PS420250,42,029,"Chester County, PA",2009,264757,248075,16682,6.3
CN420310,42,031,"Clarion County, PA",2009,21380,19599,1781,8.3
PA421700,42,033,"Clearfield County, PA",2009,41115,37105,4010,9.8
CN420350,42,035,"Clinton County, PA",2009,19596,17993,1603,8.2
PA421750,42,037,"Columbia County, PA",2009,36708,33714,2994,8.2
PA421400,42,039,"Crawford County, PA",2009,44421,39934,4487,10.1
PA421900,42,041,"Cumberland County, PA",2009,121807,113473,8334,6.8
CN420430,42,043,"Dauphin County, PA",2009,135157,124273,10884,8.1
PS420300,42,045,"Delaware County, PA",2009,282729,260285,22444,7.9
CN420470,42,047,"Elk County, PA",2009,17606,15330,2276,12.9
CN420490,42,049,"Erie County, PA",2009,139620,126766,12854,9.2
PS420400,42,051,"Fayette County, PA",2009,65864,59855,6009,9.1
CN420530,42,053,"Forest County, PA",2009,2527,2269,258,10.2
PS420450,42,055,"Franklin County, PA",2009,81425,74450,6975,8.6
CN420570,42,057,"Fulton County, PA",2009,7808,6695,1113,14.3
CN420590,42,059,"Greene County, PA",2009,18617,17170,1447,7.8
CN420610,42,061,"Huntingdon County, PA",2009,22275,20006,2269,10.2
PA421300,42,063,"Indiana County, PA",2009,48218,44481,3737,7.8
CN420650,42,065,"Jefferson County, PA",2009,23540,21313,2227,9.5
CN420670,42,067,"Juniata County, PA",2009,12001,11093,908,7.6
CN420690,42,069,"Lackawanna County, PA",2009,105908,97082,8826,8.3
PS421500,42,071,"Lancaster County, PA",2009,267150,247158,19992,7.5
PS420600,42,073,"Lawrence County, PA",2009,44401,40442,3959,8.9
PS421550,42,075,"Lebanon County, PA",2009,71811,66762,5049,7
CN420770,42,077,"Lehigh County, PA",2009,176592,160097,16495,9.3
PS420700,42,079,"Luzerne County, PA",2009,158791,144187,14604,9.2
PA421150,42,081,"Lycoming County, PA",2009,59442,53932,5510,9.3
PA421800,42,083,"McKean County, PA",2009,22135,19912,2223,10
PA421350,42,085,"Mercer County, PA",2009,53887,47773,6114,11.3
CN420870,42,087,"Mifflin County, PA",2009,22344,20025,2319,10.4
PA421950,42,089,"Monroe County, PA",2009,85049,77423,7626,9
PS420850,42,091,"Montgomery County, PA",2009,427980,397819,30161,7
CN420930,42,093,"Montour County, PA",2009,9492,8934,558,5.9
CN420950,42,095,"Northampton County, PA",2009,151666,138312,13354,8.8
PS420900,42,097,"Northumberland County, PA",2009,48603,44041,4562,9.4
CN420990,42,099,"Perry County, PA",2009,24421,22438,1983,8.1
PS420950,42,101,"Philadelphia County/city, PA",2009,627411,558439,68972,11
CN421030,42,103,"Pike County, PA",2009,27525,25170,2355,8.6
CN421050,42,105,"Potter County, PA",2009,7735,6935,800,10.3
PS421040,42,107,"Schuylkill County, PA",2009,75249,67641,7608,10.1
CN421090,42,109,"Snyder County, PA",2009,19922,18213,1709,8.6
PA420350,42,111,"Somerset County, PA",2009,38913,35595,3318,8.5
CN421130,42,113,"Sullivan County, PA",2009,2998,2761,237,7.9
CN421150,42,115,"Susquehanna County, PA",2009,21476,19801,1675,7.8
CN421170,42,117,"Tioga County, PA",2009,20496,18899,1597,7.8
CN421190,42,119,"Union County, PA",2009,17460,15916,1544,8.8
PA421450,42,121,"Venango County, PA",2009,26770,24450,2320,8.7
CN421230,42,123,"Warren County, PA",2009,22046,20431,1615,7.3
PS421300,42,125,"Washington County, PA",2009,104226,95997,8229,7.9
CN421270,42,127,"Wayne County, PA",2009,25225,23550,1675,6.6
PS421350,42,129,"Westmoreland County, PA",2009,185942,171424,14518,7.8
CN421310,42,131,"Wyoming County, PA",2009,13982,13022,960,6.9
